ID,lat,lon,geometry
542,55.558,-3.8447,POINT (-3.8447 55.558)
543,55.829381,-4.208294,POINT (-4.208294 55.829381)
544,55.831669,-4.208583,POINT (-4.208583 55.831669)
545,55.329768,-3.445456,POINT (-3.445456 55.329768)
546,55.94157,-4.15929,POINT (-4.15929 55.94157)
547,55.94214,-4.15249,POINT (-4.15249 55.94214)
548,55.863522,-4.262262,POINT (-4.262262 55.863522)
549,55.861043,-4.259601,POINT (-4.259601 55.861043)
550,55.86493,-4.26665,POINT (-4.26665 55.86493)
551,55.86581,-4.26155,POINT (-4.26155 55.86581)
552,55.86015,-4.26433,POINT (-4.26433 55.86015)
553,55.861406,-4.262062,POINT (-4.262062 55.861406)
554,55.862997,-4.26787,POINT (-4.26787 55.862997)
555,54.592703,-5.93343,POINT (-5.93343 54.592703)
556,54.594342,-5.928256,POINT (-5.928256 54.594342)
557,54.59466,-5.9279,POINT (-5.9279 54.59466)
558,54.59324,-5.93326,POINT (-5.93326 54.59324)
559,54.604646,-5.931866,POINT (-5.931866 54.604646)
560,54.60369,-5.93161,POINT (-5.93161 54.60369)
561,54.600554,-5.93401,POINT (-5.93401 54.600554)
562,54.594109,-5.924292,POINT (-5.924292 54.594109)
563,54.59162,-5.920733,POINT (-5.920733 54.59162)
564,54.593467,-5.935646,POINT (-5.935646 54.593467)
565,54.596032,-5.938211,POINT (-5.938211 54.596032)
566,54.595442,-5.937088,POINT (-5.937088 54.595442)
567,54.594979,-5.938001,POINT (-5.938001 54.594979)
568,54.596506,-5.937623,POINT (-5.937623 54.596506)
569,54.587893,-5.934377,POINT (-5.934377 54.587893)
570,54.58794,-5.9339,POINT (-5.9339 54.58794)
571,54.595384,-5.915776,POINT (-5.915776 54.595384)
572,54.59528,-5.91723,POINT (-5.91723 54.59528)
573,54.597554,-5.91059,POINT (-5.91059 54.597554)
574,54.546408,-5.905207,POINT (-5.905207 54.546408)
575,54.173287,-6.335203,POINT (-6.335203 54.173287)
576,54.168319,-6.34252,POINT (-6.34252 54.168319)
577,54.170394,-6.34045,POINT (-6.34045 54.170394)
578,54.170301,-6.34155,POINT (-6.34155 54.170301)
579,54.17045,-6.34255,POINT (-6.34255 54.17045)
580,54.17352,-6.3361,POINT (-6.3361 54.17352)
581,54.17444,-6.33847,POINT (-6.33847 54.17444)
582,54.170603,-6.340706,POINT (-6.340706 54.170603)
583,54.178594,-6.335694,POINT (-6.335694 54.178594)
584,54.176301,-6.340184,POINT (-6.340184 54.176301)
585,54.175246,-6.338146,POINT (-6.338146 54.175246)
586,54.176524,-6.342105,POINT (-6.342105 54.176524)
587,54.17555,-6.34051,POINT (-6.34051 54.17555)
588,54.17714,-6.34258,POINT (-6.34258 54.17714)
589,54.847389,-6.727441,POINT (-6.727441 54.847389)
590,54.9989,-7.32095,POINT (-7.32095 54.9989)
591,54.994629,-7.323503,POINT (-7.323503 54.994629)
592,54.99325,-7.319705,POINT (-7.319705 54.99325)
593,54.99548,-7.32185,POINT (-7.32185 54.99548)
594,54.99424,-7.32317,POINT (-7.32317 54.99424)
595,54.99519,-7.32212,POINT (-7.32212 54.99519)
596,54.992927,-7.313118,POINT (-7.313118 54.992927)
597,54.993048,-7.312725,POINT (-7.312725 54.993048)
598,54.99263,-7.3109,POINT (-7.3109 54.99263)
599,55.001546,-7.322345,POINT (-7.322345 55.001546)
600,55.00197,-7.32222,POINT (-7.32222 55.00197)
601,55.0012,-7.32129,POINT (-7.32129 55.0012)
602,55.00669,-7.32372,POINT (-7.32372 55.00669)
603,55.024553,-7.338951,POINT (-7.338951 55.024553)
604,54.345614,-7.638437,POINT (-7.638437 54.345614)
605,54.345051,-7.640047,POINT (-7.640047 54.345051)
606,54.343512,-7.637848,POINT (-7.637848 54.343512)
607,54.34741,-7.640307,POINT (-7.640307 54.34741)
608,54.348524,-7.637903,POINT (-7.637903 54.348524)
609,54.34581,-7.63918,POINT (-7.63918 54.34581)
610,54.34457,-7.63928,POINT (-7.63928 54.34457)
611,54.347332,-7.641126,POINT (-7.641126 54.347332)
612,54.342478,-7.635394,POINT (-7.635394 54.342478)
613,54.343861,-7.633197,POINT (-7.633197 54.343861)
614,54.3428,-7.6334,POINT (-7.6334 54.3428)
615,54.342658,-7.62672,POINT (-7.62672 54.342658)
616,54.480109,-8.091973,POINT (-8.091973 54.480109)
617,54.850413,-5.818398,POINT (-5.818398 54.850413)
618,54.85092,-5.824385,POINT (-5.824385 54.85092)
619,54.85084,-5.8236,POINT (-5.8236 54.85084)
620,54.85035,-5.82056,POINT (-5.82056 54.85035)
621,54.85006,-5.818284,POINT (-5.818284 54.85006)
622,54.696593,-5.951619,POINT (-5.951619 54.696593)
623,54.661953,-5.930754,POINT (-5.930754 54.661953)
624,54.750814,-5.999819,POINT (-5.999819 54.750814)
625,54.752969,-5.997569,POINT (-5.997569 54.752969)
626,54.66953,-5.95782,POINT (-5.95782 54.66953)
627,54.68885,-5.948989,POINT (-5.948989 54.68885)
628,54.601591,-7.307725,POINT (-7.307725 54.601591)
629,54.601215,-7.306509,POINT (-7.306509 54.601215)
630,54.600188,-7.295037,POINT (-7.295037 54.600188)
631,54.604356,-7.298438,POINT (-7.298438 54.604356)
632,54.604011,-7.298569,POINT (-7.298569 54.604011)
633,54.595862,-7.289644,POINT (-7.289644 54.595862)
634,54.659146,-7.334948,POINT (-7.334948 54.659146)
635,54.73014,-6.2305,POINT (-6.2305 54.73014)
636,54.73022,-6.227475,POINT (-6.227475 54.73022)
637,54.730532,-6.233081,POINT (-6.233081 54.730532)
638,54.730728,-6.232485,POINT (-6.232485 54.730728)
639,54.717252,-6.210415,POINT (-6.210415 54.717252)
640,54.74636,-6.234244,POINT (-6.234244 54.74636)
641,54.712504,-6.218678,POINT (-6.218678 54.712504)
642,54.71464,-6.224314,POINT (-6.224314 54.71464)
643,54.710259,-6.09305,POINT (-6.09305 54.710259)
644,54.826859,-7.46552,POINT (-7.46552 54.826859)
645,54.829324,-7.464149,POINT (-7.464149 54.829324)
646,54.824472,-7.461848,POINT (-7.461848 54.824472)
647,54.8221,-7.4743,POINT (-7.4743 54.8221)
648,54.8087,-7.47446,POINT (-7.47446 54.8087)
649,54.7144,-7.3766,POINT (-7.3766 54.7144)
650,54.451549,-6.393503,POINT (-6.393503 54.451549)
651,54.496159,-6.384416,POINT (-6.384416 54.496159)
652,54.482015,-6.354253,POINT (-6.354253 54.482015)
653,54.4207,-6.4464,POINT (-6.4464 54.4207)
654,54.423635,-6.446591,POINT (-6.446591 54.423635)
655,54.422202,-6.44002,POINT (-6.44002 54.422202)
656,54.5137,-6.0538,POINT (-6.0538 54.5137)
657,54.550341,-6.005085,POINT (-6.005085 54.550341)
658,54.836708,-6.683699,POINT (-6.683699 54.836708)
659,54.8434,-6.6713,POINT (-6.6713 54.8434)
660,54.600304,-5.912613,POINT (-5.912613 54.600304)
661,55.01272,-7.322001,POINT (-7.322001 55.01272)
662,54.33123,-6.277062,POINT (-6.277062 54.33123)
663,54.331207,-6.276309,POINT (-6.276309 54.331207)
664,55.133638,-6.663823,POINT (-6.663823 55.133638)
665,55.132465,-6.676898,POINT (-6.676898 55.132465)
666,55.071775,-6.519416,POINT (-6.519416 55.071775)
667,54.864446,-6.284769,POINT (-6.284769 54.864446)
668,54.857101,-6.308798,POINT (-6.308798 54.857101)
669,54.877617,-6.346985,POINT (-6.346985 54.877617)
670,54.8621,-6.2673,POINT (-6.2673 54.8621)
671,54.869939,-6.27494,POINT (-6.27494 54.869939)
672,54.456951,-7.033401,POINT (-7.033401 54.456951)
673,54.5399,-6.7,POINT (-6.7 54.5399)
674,54.50236,-6.770547,POINT (-6.770547 54.50236)
675,54.512094,-6.763396,POINT (-6.763396 54.512094)
676,54.844648,-6.273606,POINT (-6.273606 54.844648)
677,54.845489,-6.273242,POINT (-6.273242 54.845489)
678,54.582112,-5.979061,POINT (-5.979061 54.582112)
679,55.0709,-6.5013,POINT (-6.5013 55.0709)
680,55.0375,-6.9537,POINT (-6.9537 55.0375)
681,55.052944,-6.951432,POINT (-6.951432 55.052944)
682,54.919368,-6.915843,POINT (-6.915843 54.919368)
683,54.347077,-6.269575,POINT (-6.269575 54.347077)
684,54.349378,-6.2711,POINT (-6.2711 54.349378)
685,54.855201,-5.803055,POINT (-5.803055 54.855201)
686,54.899439,-5.861231,POINT (-5.861231 54.899439)
687,55.049487,-6.953681,POINT (-6.953681 55.049487)
688,54.853932,-6.275528,POINT (-6.275528 54.853932)
689,54.749279,-6.44828,POINT (-6.44828 54.749279)
690,54.676914,-7.352932,POINT (-7.352932 54.676914)
691,54.385592,-7.639049,POINT (-7.639049 54.385592)
692,54.572268,-5.97053,POINT (-5.97053 54.572268)
693,54.566999,-5.97582,POINT (-5.97582 54.566999)
694,54.572498,-5.96921,POINT (-5.96921 54.572498)
695,54.572228,-5.967961,POINT (-5.967961 54.572228)
696,54.577258,-5.882369,POINT (-5.882369 54.577258)
697,54.619116,-6.213713,POINT (-6.213713 54.619116)
698,54.620229,-6.213474,POINT (-6.213474 54.620229)
699,54.619369,-6.214091,POINT (-6.214091 54.619369)
700,54.37878,-7.31583,POINT (-7.31583 54.37878)
701,54.466053,-6.084082,POINT (-6.084082 54.466053)
702,54.770986,-6.57608,POINT (-6.57608 54.770986)
703,54.793289,-6.785016,POINT (-6.785016 54.793289)
704,54.687176,-5.897521,POINT (-5.897521 54.687176)
705,54.415433,-6.148908,POINT (-6.148908 54.415433)
706,55.87422,-4.36348,POINT (-4.36348 55.87422)
707,54.83519,-4.05245,POINT (-4.05245 54.83519)
708,55.865966,-4.303909,POINT (-4.303909 55.865966)
709,55.846862,-4.209706,POINT (-4.209706 55.846862)
710,55.858672,-4.248631,POINT (-4.248631 55.858672)
711,55.8639,-4.2499,POINT (-4.2499 55.8639)
712,55.859444,-4.244937,POINT (-4.244937 55.859444)
713,55.86059,-4.24851,POINT (-4.24851 55.86059)
714,55.861488,-4.24416,POINT (-4.24416 55.861488)
715,55.867074,-3.977175,POINT (-3.977175 55.867074)
716,55.828996,-4.214668,POINT (-4.214668 55.828996)
717,55.82967,-4.21391,POINT (-4.21391 55.82967)
718,55.80151,-4.39037,POINT (-4.39037 55.80151)
719,55.800907,-4.391816,POINT (-4.391816 55.800907)
720,55.9046,-4.4503,POINT (-4.4503 55.9046)
721,55.87406,-4.29432,POINT (-4.29432 55.87406)
722,55.868907,-4.296385,POINT (-4.296385 55.868907)
724,55.868474,-4.289032,POINT (-4.289032 55.868474)
725,54.75236,-6.61157,POINT (-6.61157 54.75236)
726,54.756389,-6.61048,POINT (-6.61048 54.756389)
727,55.507634,-3.69553,POINT (-3.69553 55.507634)
728,55.507062,-3.694858,POINT (-3.694858 55.507062)
729,55.870161,-4.358215,POINT (-4.358215 55.870161)
730,54.62046,-5.863654,POINT (-5.863654 54.62046)
731,54.6211,-5.863254,POINT (-5.863254 54.6211)
732,53.309305,-4.627984,POINT (-4.627984 53.309305)
733,53.309242,-4.627568,POINT (-4.627568 53.309242)
734,53.267886,-3.518771,POINT (-3.518771 53.267886)
735,53.270576,-3.518701,POINT (-3.518701 53.270576)
736,54.869141,-4.069963,POINT (-4.069963 54.869141)
737,53.20389,-4.10562,POINT (-4.10562 53.20389)
738,54.905098,-5.022615,POINT (-5.022615 54.905098)
739,54.90256,-5.02617,POINT (-5.02617 54.90256)
740,54.90471,-5.02194,POINT (-5.02194 54.90471)
741,55.024137,-6.939751,POINT (-6.939751 55.024137)
742,55.023717,-6.939483,POINT (-6.939483 55.023717)
743,54.483746,-6.616862,POINT (-6.616862 54.483746)
744,54.4833,-6.61037,POINT (-6.61037 54.4833)
745,54.658105,-5.943716,POINT (-5.943716 54.658105)
746,54.726803,-6.208262,POINT (-6.208262 54.726803)
747,54.71886,-6.225851,POINT (-6.225851 54.71886)
748,54.71771,-6.220326,POINT (-6.220326 54.71771)
749,54.7176,-6.2192,POINT (-6.2192 54.7176)
750,54.726132,-6.247433,POINT (-6.247433 54.726132)
751,54.253583,-7.446717,POINT (-7.446717 54.253583)
752,54.256908,-7.448854,POINT (-7.448854 54.256908)
753,54.258184,-7.81342,POINT (-7.81342 54.258184)
754,54.694937,-5.947284,POINT (-5.947284 54.694937)
755,54.700973,-5.956038,POINT (-5.956038 54.700973)
756,54.681245,-5.884091,POINT (-5.884091 54.681245)
757,54.587703,-5.943756,POINT (-5.943756 54.587703)
758,54.555115,-5.998244,POINT (-5.998244 54.555115)
759,55.476459,-4.589175,POINT (-4.589175 55.476459)
760,55.474766,-4.589587,POINT (-4.589587 55.474766)
761,55.476813,-4.590871,POINT (-4.590871 55.476813)
762,55.475743,-4.589031,POINT (-4.589031 55.475743)
763,55.477022,-4.588177,POINT (-4.588177 55.477022)
764,55.084384,-3.594906,POINT (-3.594906 55.084384)
765,55.083622,-3.595256,POINT (-3.595256 55.083622)
766,55.084466,-3.594279,POINT (-3.594279 55.084466)
767,55.87366,-3.538595,POINT (-3.538595 55.87366)
768,55.874227,-3.539156,POINT (-3.539156 55.874227)
769,55.87385,-3.53844,POINT (-3.53844 55.87385)
770,55.856314,-4.046433,POINT (-4.046433 55.856314)
771,55.85538,-4.045956,POINT (-4.045956 55.85538)
772,55.85531,-4.046972,POINT (-4.046972 55.85531)
773,55.934649,-4.138548,POINT (-4.138548 55.934649)
774,55.934359,-4.138993,POINT (-4.138993 55.934359)
775,55.599834,-4.496543,POINT (-4.496543 55.599834)
776,55.60444,-4.49711,POINT (-4.49711 55.60444)
777,55.60733,-4.49818,POINT (-4.49818 55.60733)
778,55.602081,-4.498962,POINT (-4.498962 55.602081)
779,55.60768,-4.49574,POINT (-4.49574 55.60768)
780,55.599646,-4.496704,POINT (-4.496704 55.599646)
781,55.607712,-4.498246,POINT (-4.498246 55.607712)
782,54.961123,-4.479643,POINT (-4.479643 54.961123)
783,54.96155,-4.480059,POINT (-4.480059 54.96155)
784,55.819548,-4.025128,POINT (-4.025128 55.819548)
785,55.819979,-4.022299,POINT (-4.022299 55.819979)
786,55.818272,-4.020578,POINT (-4.020578 55.818272)
787,55.819584,-4.024443,POINT (-4.024443 55.819584)
788,55.820161,-4.025016,POINT (-4.025016 55.820161)
789,55.840736,-4.418157,POINT (-4.418157 55.840736)
790,55.835335,-4.425919,POINT (-4.425919 55.835335)
791,55.862195,-4.408026,POINT (-4.408026 55.862195)
792,55.862884,-4.408212,POINT (-4.408212 55.862884)
793,55.86256,-4.408935,POINT (-4.408935 55.86256)
794,55.892733,-4.139646,POINT (-4.139646 55.892733)
795,55.891831,-4.140536,POINT (-4.140536 55.891831)
796,55.892707,-4.139101,POINT (-4.139101 55.892707)
797,55.845513,-4.356079,POINT (-4.356079 55.845513)
798,55.845932,-4.356399,POINT (-4.356399 55.845932)
799,55.845027,-4.356044,POINT (-4.356044 55.845027)
800,55.814153,-4.149966,POINT (-4.149966 55.814153)
801,55.814566,-4.149474,POINT (-4.149474 55.814566)
802,55.832331,-4.247962,POINT (-4.247962 55.832331)
803,55.82731,-4.24797,POINT (-4.24797 55.82731)
804,55.8315,-4.2489,POINT (-4.2489 55.8315)
805,55.832022,-4.247593,POINT (-4.247593 55.832022)
806,55.832703,-4.248764,POINT (-4.248764 55.832703)
807,55.814151,-4.228017,POINT (-4.228017 55.814151)
808,55.814539,-4.228396,POINT (-4.228396 55.814539)
809,55.814548,-4.228974,POINT (-4.228974 55.814548)
810,55.782878,-4.348267,POINT (-4.348267 55.782878)
811,54.705215,-6.089323,POINT (-6.089323 54.705215)
812,51.803309,-4.966814,POINT (-4.966814 51.803309)
813,51.801676,-4.965982,POINT (-4.965982 51.801676)
814,51.800952,-4.96602,POINT (-4.96602 51.800952)
815,54.5774,-5.88767,POINT (-5.88767 54.5774)
816,53.252797,-4.307293,POINT (-4.307293 53.252797)
817,53.252274,-4.307998,POINT (-4.307998 53.252274)
818,53.249809,-4.304866,POINT (-4.304866 53.249809)
819,53.254003,-4.307273,POINT (-4.307273 53.254003)
820,51.859149,-4.303004,POINT (-4.303004 51.859149)
821,51.858517,-4.303042,POINT (-4.303042 51.858517)
822,51.858071,-4.305678,POINT (-4.305678 51.858071)
823,54.90591,-5.028857,POINT (-5.028857 54.90591)
824,55.050129,-3.589891,POINT (-3.589891 55.050129)
825,54.95763,-4.485,POINT (-4.485 54.95763)
826,55.246353,-4.848446,POINT (-4.848446 55.246353)
827,55.24659,-4.848625,POINT (-4.848625 55.24659)
828,54.898946,-4.378684,POINT (-4.378684 54.898946)
829,55.90177,-3.63941,POINT (-3.63941 55.90177)
830,55.90421,-3.63842,POINT (-3.63842 55.90421)
831,55.865512,-3.68869,POINT (-3.68869 55.865512)
832,55.886593,-3.523793,POINT (-3.523793 55.886593)
833,55.883249,-3.521145,POINT (-3.521145 55.883249)
834,55.881749,-3.538028,POINT (-3.538028 55.881749)
835,55.918628,-3.502969,POINT (-3.502969 55.918628)
836,55.624132,-3.52563,POINT (-3.52563 55.624132)
837,55.781149,-4.051544,POINT (-4.051544 55.781149)
838,55.777985,-4.051825,POINT (-4.051825 55.777985)
839,55.779753,-4.055297,POINT (-4.055297 55.779753)
840,55.78054,-4.055279,POINT (-4.055279 55.78054)
841,55.459243,-4.61825,POINT (-4.61825 55.459243)
842,55.459398,-4.623249,POINT (-4.623249 55.459398)
844,55.45805,-4.62873,POINT (-4.62873 55.45805)
846,55.855026,-4.357028,POINT (-4.357028 55.855026)
847,55.85461,-4.35524,POINT (-4.35524 55.85461)
848,55.849985,-4.272938,POINT (-4.272938 55.849985)
849,55.854699,-4.273457,POINT (-4.273457 55.854699)
850,55.856747,-4.270336,POINT (-4.270336 55.856747)
851,55.84586,-4.236671,POINT (-4.236671 55.84586)
852,55.84574,-4.24206,POINT (-4.24206 55.84574)
853,55.84845,-4.24262,POINT (-4.24262 55.84845)
854,55.843053,-4.208553,POINT (-4.208553 55.843053)
855,55.844683,-4.418556,POINT (-4.418556 55.844683)
856,55.841276,-4.418334,POINT (-4.418334 55.841276)
857,55.598908,-4.481639,POINT (-4.481639 55.598908)
858,55.495563,-4.612184,POINT (-4.612184 55.495563)
859,55.49512,-4.61278,POINT (-4.61278 55.49512)
860,55.496628,-4.612572,POINT (-4.612572 55.496628)
861,55.818098,-4.133429,POINT (-4.133429 55.818098)
862,55.779758,-4.031892,POINT (-4.031892 55.779758)
863,55.7761,-4.0316,POINT (-4.0316 55.7761)
864,55.776546,-4.027841,POINT (-4.027841 55.776546)
865,55.777536,-4.184025,POINT (-4.184025 55.777536)
866,55.901228,-4.312985,POINT (-4.312985 55.901228)
867,55.911601,-4.427095,POINT (-4.427095 55.911601)
868,55.73663,-3.9742,POINT (-3.9742 55.73663)
869,55.736763,-3.973135,POINT (-3.973135 55.736763)
870,55.73947,-3.9752,POINT (-3.9752 55.73947)
871,55.735512,-3.97417,POINT (-3.97417 55.735512)
872,55.86608,-4.04321,POINT (-4.04321 55.86608)
873,55.85367,-4.2567,POINT (-4.2567 55.85367)
874,55.877505,-4.289112,POINT (-4.289112 55.877505)
875,55.87685,-4.29033,POINT (-4.29033 55.87685)
876,55.86611,-4.2741,POINT (-4.2741 55.86611)
877,55.86489,-4.27015,POINT (-4.27015 55.86489)
878,55.862001,-4.268985,POINT (-4.268985 55.862001)
879,55.79812,-3.94192,POINT (-3.94192 55.79812)
880,55.7681,-4.22359,POINT (-4.22359 55.7681)
881,55.61225,-4.49877,POINT (-4.49877 55.61225)
882,55.611416,-4.495081,POINT (-4.495081 55.611416)
883,55.61148,-4.49658,POINT (-4.49658 55.61148)
884,55.614155,-4.500185,POINT (-4.500185 55.614155)
885,55.87094,-4.30968,POINT (-4.30968 55.87094)
886,55.867637,-4.313723,POINT (-4.313723 55.867637)
887,55.773801,-4.334036,POINT (-4.334036 55.773801)
888,55.83529,-4.5123,POINT (-4.5123 55.83529)
889,55.835777,-4.50992,POINT (-4.50992 55.835777)
890,55.83792,-4.51248,POINT (-4.51248 55.83792)
891,55.84624,-4.49247,POINT (-4.49247 55.84624)
892,55.7657,-4.18186,POINT (-4.18186 55.7657)
893,55.76596,-4.18126,POINT (-4.18126 55.76596)
894,55.9422,-3.98003,POINT (-3.98003 55.9422)
895,55.79087,-4.33539,POINT (-4.33539 55.79087)
896,55.90723,-4.42687,POINT (-4.42687 55.90723)
897,55.907691,-4.43368,POINT (-4.43368 55.907691)
898,55.92049,-4.15591,POINT (-4.15591 55.92049)
899,55.921268,-4.15442,POINT (-4.15442 55.921268)
900,55.812927,-4.291496,POINT (-4.291496 55.812927)
901,55.81261,-4.29128,POINT (-4.29128 55.81261)
902,55.93498,-3.99242,POINT (-3.99242 55.93498)
903,55.68185,-4.514791,POINT (-4.514791 55.68185)
904,55.68223,-4.51686,POINT (-4.51686 55.68223)
905,56.023352,-3.83076,POINT (-3.83076 56.023352)
906,56.02313,-3.83135,POINT (-3.83135 56.02313)
907,56.0224,-3.8293,POINT (-3.8293 56.0224)
908,56.0211,-3.90634,POINT (-3.90634 56.0211)
909,56.023565,-3.909387,POINT (-3.909387 56.023565)
910,55.97232,-3.97297,POINT (-3.97297 55.97232)
911,55.999475,-3.839088,POINT (-3.839088 55.999475)
912,55.999411,-3.839261,POINT (-3.839261 55.999411)
913,55.99123,-3.794503,POINT (-3.794503 55.99123)
914,56.004185,-4.576319,POINT (-4.576319 56.004185)
915,55.94531,-4.568,POINT (-4.568 55.94531)
916,55.943459,-4.57566,POINT (-4.57566 55.943459)
917,56.004844,-4.593127,POINT (-4.593127 56.004844)
918,55.953943,-4.034499,POINT (-4.034499 55.953943)
921,55.94568,-4.75265,POINT (-4.75265 55.94568)
924,56.113651,-3.790894,POINT (-3.790894 56.113651)
925,56.11265,-3.79051,POINT (-3.79051 56.11265)
926,56.11352,-3.7886,POINT (-3.7886 56.11352)
927,56.118049,-3.929117,POINT (-3.929117 56.118049)
928,56.11837,-3.93083,POINT (-3.93083 56.11837)
929,56.116432,-3.929893,POINT (-3.929893 56.116432)
930,56.11806,-3.928978,POINT (-3.928978 56.11806)
931,56.07613,-3.92206,POINT (-3.92206 56.07613)
932,56.076402,-3.922355,POINT (-3.922355 56.076402)
933,56.10902,-3.92657,POINT (-3.92657 56.10902)
934,56.114774,-3.93623,POINT (-3.93623 56.114774)
935,56.00399,-4.73167,POINT (-4.73167 56.00399)
936,56.130131,-3.950476,POINT (-3.950476 56.130131)
937,56.133775,-3.964468,POINT (-3.964468 56.133775)
938,56.1336,-3.96048,POINT (-3.96048 56.1336)
939,56.1313,-3.96763,POINT (-3.96763 56.1313)
940,56.13113,-3.96651,POINT (-3.96651 56.13113)
941,56.12935,-3.96022,POINT (-3.96022 56.12935)
942,56.156546,-3.957039,POINT (-3.957039 56.156546)
943,56.15686,-3.95648,POINT (-3.95648 56.15686)
944,56.225199,-3.915485,POINT (-3.915485 56.225199)
945,56.29575,-3.7065,POINT (-3.7065 56.29575)
946,56.397818,-3.456163,POINT (-3.456163 56.397818)
947,56.39264,-4.61898,POINT (-4.61898 56.39264)
948,56.393036,-4.619237,POINT (-4.619237 56.393036)
949,55.95735,-4.5613,POINT (-4.5613 55.95735)
950,56.00283,-4.73505,POINT (-4.73505 56.00283)
951,56.00205,-4.73566,POINT (-4.73566 56.00205)
952,56.4382,-4.71128,POINT (-4.71128 56.4382)
953,56.43607,-4.71127,POINT (-4.71127 56.43607)
954,55.538041,-4.569341,POINT (-4.569341 55.538041)
955,55.78283,-3.96421,POINT (-3.96421 55.78283)
956,55.776482,-3.96296,POINT (-3.96296 55.776482)
957,55.60399,-4.51111,POINT (-4.51111 55.60399)
958,55.60687,-4.512885,POINT (-4.512885 55.60687)
959,55.87162,-4.26857,POINT (-4.26857 55.87162)
960,55.82338,-4.08666,POINT (-4.08666 55.82338)
961,55.82371,-4.08731,POINT (-4.08731 55.82371)
962,56.567729,-3.586438,POINT (-3.586438 56.567729)
963,56.51782,-4.7677,POINT (-4.7677 56.51782)
964,55.87787,-4.3127,POINT (-4.3127 55.87787)
965,55.35474,-4.68009,POINT (-4.68009 55.35474)
966,55.77529,-4.31375,POINT (-4.31375 55.77529)
967,55.775127,-4.313195,POINT (-4.313195 55.775127)
968,55.78596,-4.42379,POINT (-4.42379 55.78596)
969,55.785736,-4.424457,POINT (-4.424457 55.785736)
970,55.7857,-4.4231,POINT (-4.4231 55.7857)
975,55.90878,-4.40482,POINT (-4.40482 55.90878)
976,56.703422,-3.738565,POINT (-3.738565 56.703422)
977,56.70256,-3.73615,POINT (-3.73615 56.70256)
978,56.703401,-3.740737,POINT (-3.740737 56.703401)
979,56.71383,-4.96253,POINT (-4.96253 56.71383)
980,55.90198,-4.40584,POINT (-4.40584 55.90198)
981,55.7999,-4.39644,POINT (-4.39644 55.7999)
982,55.8312,-4.03435,POINT (-4.03435 55.8312)
983,53.262048,-3.453894,POINT (-3.453894 53.262048)
984,55.762825,-4.172763,POINT (-4.172763 55.762825)
985,55.76281,-4.17615,POINT (-4.17615 55.76281)
986,55.605993,-4.478117,POINT (-4.478117 55.605993)
987,55.6065,-4.4787,POINT (-4.4787 55.6065)
988,56.81693,-5.11116,POINT (-5.11116 56.81693)
989,55.44031,-4.63892,POINT (-4.63892 55.44031)
990,56.85182,-4.99923,POINT (-4.99923 56.85182)
991,56.83747,-5.0719,POINT (-5.0719 56.83747)
992,56.83824,-5.07564,POINT (-5.07564 56.83824)
993,56.909144,-5.844554,POINT (-5.844554 56.909144)
994,55.003155,-6.359668,POINT (-6.359668 55.003155)
995,54.85198,-5.815645,POINT (-5.815645 54.85198)
996,54.852279,-5.815372,POINT (-5.815372 54.852279)
997,54.852236,-5.816134,POINT (-5.816134 54.852236)
998,54.85203,-5.81533,POINT (-5.81533 54.85203)
999,54.750997,-6.323749,POINT (-6.323749 54.750997)
1000,54.753928,-6.326239,POINT (-6.326239 54.753928)
1003,54.332131,-6.276053,POINT (-6.276053 54.332131)
1004,54.5045,-6.027934,POINT (-6.027934 54.5045)
1005,57.190732,-3.828573,POINT (-3.828573 57.190732)
1006,57.212282,-5.413965,POINT (-5.413965 57.212282)
1007,54.995194,-7.306255,POINT (-7.306255 54.995194)
1008,54.846902,-6.720275,POINT (-6.720275 54.846902)
1009,55.777481,-4.050027,POINT (-4.050027 55.777481)
1010,55.779599,-4.045774,POINT (-4.045774 55.779599)
1011,55.781621,-4.047044,POINT (-4.047044 55.781621)
1012,55.87665,-4.30619,POINT (-4.30619 55.87665)
1013,55.898995,-4.21447,POINT (-4.21447 55.898995)
1014,56.005033,-3.816935,POINT (-3.816935 56.005033)
1015,56.002722,-3.813703,POINT (-3.813703 56.002722)
1016,56.003506,-3.81612,POINT (-3.81612 56.003506)
1017,55.84838,-4.50519,POINT (-4.50519 55.84838)
1018,55.844002,-4.50944,POINT (-4.50944 55.844002)
1019,55.843681,-4.50957,POINT (-4.50957 55.843681)
1020,55.9645,-4.1611,POINT (-4.1611 55.9645)
1021,55.952782,-4.08395,POINT (-4.08395 55.952782)
1022,55.84643,-4.15334,POINT (-4.15334 55.84643)
1023,55.992624,-3.794708,POINT (-3.794708 55.992624)
1024,55.99266,-3.79439,POINT (-3.79439 55.99266)
1025,55.89646,-4.4033,POINT (-4.4033 55.89646)
1026,55.898966,-4.407601,POINT (-4.407601 55.898966)
1027,55.89639,-4.4017,POINT (-4.4017 55.89639)
1028,55.837238,-4.51812,POINT (-4.51812 55.837238)
1029,55.922343,-4.436963,POINT (-4.436963 55.922343)
1030,56.02623,-3.81631,POINT (-3.81631 56.02623)
1031,55.913921,-4.216193,POINT (-4.216193 55.913921)
1032,54.340916,-7.634006,POINT (-7.634006 54.340916)
1033,54.33972,-7.62978,POINT (-7.62978 54.33972)
1034,54.340553,-7.633641,POINT (-7.633641 54.340553)
1035,55.786888,-3.990322,POINT (-3.990322 55.786888)
